"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"779","2643","2904","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9781118016770","AutoCAD 2012 and AutoCAD LT 2012: No Experience Required","Donnie Gladfelter","27.8","Wiley","08/02/2011","1080","0"
"780","2643","2937","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9781118016862","Microsoft Windows Server Administration Essentials","Tom Carpenter","25.28","Wiley","08/30/2011","400","0"
"781","2647","3037","9780964343399","The New Create an Oasis with Greywater: Choosing, Building and Using Greywater Systems - Includes Branched Drains","Art Ludwig","15.52","Oasis Design","09/01/2006","144","9780964343399","The New - Create an Oasis with Greywater: Choosing, Building and Using Greywater Systems: Includes Branched Drains","Art Ludwig","18.33","Oasis Design","09/28/2006","144","1"
"784","2664","44","9781118146927","Design and Analysis of Experiments","Douglas C. Montgomery","141.94","Wiley","04/10/2012","752","9781118197875","Teach Yourself VISUALLY WordPress","Janet Majure","17.95","Wiley","04/10/2012","320","0"
"790","2671","1396","9780470501962","Introduction to Heat Transfer","David P. DeWitt","186.97","Wiley","06/07/2011","992","9781118004661","TI-Nspire For Dummies","Jeff McCalla","14.46","Wiley","06/07/2011","392","0"
"792","2671","2913","9780470501962","Introduction to Heat Transfer","David P. DeWitt","186.97","Wiley","06/07/2011","992","9781118016794","AutoCAD 2012 and AutoCAD LT 2012 Essentials","Scott Onstott","0.0","Wiley","06/07/2011","400","0"
"795","2730","778","9781118508404","Solidworks 2013 Bible","Matt Lombard","36.37","Wiley","03/11/2013","1296","9781118486498","Windows Server 2012 Hyper-V Installation and Configuration Guide","Aidan Finn","37.58","Wiley","03/25/2013","600","0"
"796","2730","1006","9781118508404","Solidworks 2013 Bible","Matt Lombard","36.37","Wiley","03/11/2013","1296","9781118517680","Teach Yourself VISUALLY Office 2013","Elaine Marmel","17.84","Wiley","03/18/2013","448","0"
"800","2734","929","9780470080245","Rocket Propulsion Elements","George P. Sutton","115.29","Wiley","02/02/2010","784","9780470565216","Identity Theft For Dummies","Michael J. Arata","16.43","Wiley","02/22/2010","288","0"
"805","2761","216","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118511886","Electrical Overstress (EOS): Devices, Circuits and Systems","Steven H. Voldman","89.83","Wiley","11/11/2013","368","0"
"806","2761","981","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118691816","OS X Mavericks All-in-One For Dummies","Mark L. Chambers","25.42","Wiley","11/11/2013","792","0"
"807","2761","1413","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118643693","Photoshop CC Bible","Lisa DaNae Dayley","33.52","Wiley","11/04/2013","1152","0"
"810","2761","2680","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"811","2761","2699","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"814","2764","1303","9780470584927","Cancer as a Metabolic Disease: On the Origin, Management, and Prevention of Cancer","Thomas Seyfried","111.32","Wiley","06/26/2012","438","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254","0"
"820","2768","928","9781428335158","Modern Hydronic Heating: For Residential and Light Commercial Buildings","John Siegenthaler","187.23","Cengage Learning","01/26/2011","752","9781111530532","Java Programming: From Problem Analysis to Program Design","D. S. Malik","0.0","Cengage Learning","01/26/2011","1072","0"
"832","2797","1172","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624","0"
"835","2797","2851","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/04/2012","320","0"
"844","2819","2610","9780470128671","Process Dynamics and Control","Francis J. Doyle III","143.22","Wiley","04/13/2010","528","9780470577639","Excel 2010 Simplified","Paul McFedries","16.87","Wiley","04/26/2010","256","0"
"850","2827","77","9781118629864","MATLAB: An Introduction with Applications","Amos Gilat","73.91","Wiley","01/28/2014","416","9781118779606","Day Trading For Dummies","Ann C. Logue","16.59","Wiley","01/28/2014","360","0"
"860","2847","2352","9781118022283","Project Management: Case Studies","Harold R. Kerzner","53.31","Wiley","02/11/2013","704","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","02/26/2013","408","0"
"867","2852","795","9780470686829","Upstream Petroleum Fiscal and Valuation Modeling in Excel: A Worked Examples Approach","Ken Kasriel","131.26","Wiley","05/13/2013","370","9781118497111","Office 2013 For Dummies, Book + DVD Bundle","Wallace Wang","16.65","Wiley","05/13/2013","432","0"
"875","2862","3057","9780865715202","Photovoltaics: Design and Installation Manual","Solar Energy International","36.88","New Society Publishers","09/01/2004","336","9780865715202","Photovoltaics: Design and Installation Manual","Solar Energy International","0.0","New Society Publishers","09/28/2004","336","1"
"878","2880","1905","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470534830","Computers for Seniors For Dummies","Nancy C. Muir","22.13","Wiley","11/02/2009","432","0"
"880","2880","3142","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470505359","QuickBooks 2010 For Dummies","Stephen L. Nelson","19.02","Wiley","11/09/2009","408","0"
"883","2912","796","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118281741","AutoCAD 2013: No Experience Required","Donnie Gladfelter","34.12","Wiley","06/19/2012","1104","0"
"884","2912","1303","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254","0"
"888","2912","3131","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.12","Wiley","06/13/2012","448","0"
"891","2939","756","9781133589303","MIS 4 (with CourseMate Printed Access Card) (New, Engaging Titles from 4ltr Press)","Hossein Bidgoli","61.74","Cengage Learning","08/20/2013","328","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","08/06/2013","600","0"
"895","2968","964","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","02/11/2013","456","0"
"898","2968","2164","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","02/11/2013","320","0"
"901","2977","957","9781428336568","Mathematics for Machine Technology","John C. Peterson","148.48","Cengage Learning","12/24/2008","608","9781423999409","Adobe Photoshop CS4 - Illustrated","Chris Botello","0.0","Cengage Learning","12/01/2008","221","0"
"903","3004","1704","9780471676003","Medical Instrumentation Application and Design","John G. Webster","199.44","Wiley","02/03/2009","720","9780470411490","Sustainable Landscaping For Dummies","Owen E. Dell","16.18","Wiley","02/09/2009","388","0"
"906","3017","630","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470343258","Microsoft Dynamics CRM 4 For Dummies","Joel Scott","19.83","Wiley","07/15/2008","432","0"
"915","3058","1171","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9781444324266","Electrical Installation Calculations: For Compliance with BS 7671:2008","Mark Coates","0.0","Wiley","08/23/2010","202","0"
"929","3082","461","9780470444047","Facilities Planning","J. M .A. Tanchoco","200.4","Wiley","01/19/2010","864","9780470596784","Solar Power Your Home For Dummies","Rik DeGunther","16.39","Wiley","01/19/2010","408","0"
"930","3082","1405","9780470444047","Facilities Planning","J. M .A. Tanchoco","200.4","Wiley","01/19/2010","864","9780470525395","Microsoft Windows Server 2008 R2 Administration Instant Reference","Matthew Hester","20.87","Wiley","01/26/2010","600","0"
"936","3092","1143","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470647639","Digital Photography Lighting For Dummies","Dirk Fletcher","19.08","Wiley","11/30/2010","368","0"
"937","3092","1242","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470877258","Wireless Home Networking For Dummies","Danny Briere","16.02","Wiley","11/16/2010","384","0"
"939","3092","2835","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470889527","Website Design and Development: 100 Questions to Ask Before Building a Website","George Plumley","21.2","Wiley","11/30/2010","360","0"
"940","3092","3046","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470554234","IT Architecture For Dummies","Kirk Hausman","19.81","Wiley","11/09/2010","364","0"
"942","3113","876","9780470547564","Control Systems Engineering","Norman S. Nise","55.91","Wiley","12/14/2010","944","9783527327980","Biogas from Waste and Renewable Resources: An Introduction","Dieter Deublein","0.0","Wiley","12/28/2010","578","0"
"946","3131","964","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","02/11/2013","456","0"
"951","3131","3035","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781118197349","PCs For Dummies","Dan Gookin","15.17","Wiley","02/11/2013","360","0"
"952","3140","731","9780470189306","Electromagnetic Compatibility Engineering","Henry W. Ott","115.92","Wiley","08/24/2009","872","9780470371985","Windows PowerShell 2 For Dummies","Steve Seguis","19.54","Wiley","08/10/2009","412","0"
"962","3185","541","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470891919","Nanotechnology For Dummies","Earl Boysen","15.55","Wiley","08/09/2011","360","0"
"964","3185","1869","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470747735","Hybrid Electric Vehicles: Principles and Applications with Practical Perspectives","Chris Mi","0.0","Wiley","08/23/2011","468","0"
"973","3210","2380","9780470085462","Architectural Graphic Standards: Student Edition","Charles George Ramsey","92.25","Wiley","03/03/2008","560","9780470085462","Architectural Graphic Standards, Abridged","Charles George Ramsey","0.0","Wiley","03/07/2008","560","1"
"975","3216","1020","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi (Technology in Action)","Charles Bell","31.01","Apress","11/21/2013","372","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi","Charles Bell","30.7","Apress","11/20/2013","372","1"
"977","3225","1438","9781118677797","iPhone 5S and iPhone 5C Portable Genius","Paul McFedries","16.43","Wiley","10/21/2013","352","9781118692905","iPhone For Seniors For Dummies","Nancy C. Muir","14.86","Wiley","10/28/2013","448","0"
"981","3225","2253","9781118677797","iPhone 5S and iPhone 5C Portable Genius","Paul McFedries","16.43","Wiley","10/21/2013","352","9781118678565","Job Searching with Social Media For Dummies","Joshua Waldman","13.32","Wiley","10/07/2013","384","0"
"983","3230","18","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118148655","CompTIA Network+ Certification Kit: Exam N10-005","Todd Lammle","66.75","Wiley","03/20/2012","1584","0"
"986","3230","318","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781119951681","Voice over LTE (VoLTE)","Miikka Poikselka","87.47","Wiley","03/06/2012","266","0"
"992","3270","216","9781118539712","Applied Statistics and Probability for Engineers","Douglas C. Montgomery","184.97","Wiley","11/11/2013","832","9781118511886","Electrical Overstress (EOS): Devices, Circuits and Systems","Steven H. Voldman","89.83","Wiley","11/11/2013","368","0"
"997","3270","2680","9781118539712","Applied Statistics and Probability for Engineers","Douglas C. Montgomery","184.97","Wiley","11/11/2013","832","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"1002","3281","2073","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672","0"
"1007","3309","3119","9780470087817","Building Construction Illustrated","Francis D. K. Ching","46.34","Wiley","02/08/2008","480","9781405163354","Globalization of Water: Sharing the Planet's Freshwater Resources","Arjen Y. Hoekstra","0.0","Wiley","02/25/2008","220","0"
"1010","3316","1132","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470647615","Digital Photography Composition For Dummies","Thomas Clark","20.24","Wiley","11/16/2010","368","0"
"1012","3316","1242","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470877258","Wireless Home Networking For Dummies","Danny Briere","16.02","Wiley","11/16/2010","384","0"
"1016","3316","3097","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470587164","SharePoint 2010 All-in-One For Dummies","Emer McKenna","23.14","Wiley","11/09/2010","912","0"
"1023","3334","1134","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9780470582084","Thousands of Images, Now What: Painlessly Organize, Save, and Back Up Your Digital Photos","Mike Hagen","19.59","Wiley","03/27/2012","224","0"
"1025","3335","36","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118541906","Microsoft Exchange Server 2013: Design, Deploy and Deliver an Enterprise Messaging Solution","Nathan Winters","37.4","Wiley","07/29/2013","408","0"
"1027","3335","158","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","07/15/2013","468","0"
"1032","3335","993","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118607787","Starting an Online Business For Dummies","Greg Holden","20.09","Wiley","07/10/2013","456","0"
"1042","3345","2577","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118130568","Introducing Autodesk Maya 2013","Dariush Derakhshani","36.99","Wiley","05/01/2012","648","0"
"1043","3345","3126","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","05/08/2012","1104","0"
"1048","3361","1771","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470591857","Office 2010 Bible","John Walkenbach","28.68","Wiley","08/16/2010","1344","0"
"1052","3362","74","9781118880364","AutoCAD 2015 and AutoCAD LT 2015 Bible","Ellen Finkelstein","39.01","Wiley","09/02/2014","1296","9781118968017","Home Recording For Musicians For Dummies","Jeff Strong","19.88","Wiley","09/29/2014","384","0"
"1058","3364","758","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
"1062","3364","2851","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/04/2012","320","0"
"1068","3388","857","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118789810","CCNA Routing and Switching Review Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","19.94","Wiley","01/13/2014","528","0"
"1075","3409","2453","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9780470888469","Teach Yourself VISUALLY PCs","Elaine Marmel","21.2","Wiley","12/28/2011","352","0"
"1080","3416","2659","9780470505335","Construction Project Scheduling and Control","Saleh A. Mubarak","85.16","Wiley","06/21/2010","480","9780470577769","Excel 2010 Visual Quick Tips","Paul McFedries","15.49","Wiley","06/28/2010","304","0"
"1081","3416","2691","9780470505335","Construction Project Scheduling and Control","Saleh A. Mubarak","85.16","Wiley","06/21/2010","480","9780470627006","Windows Server 2008 R2 Hyper-V: Insiders Guide to Microsoft's Hypervisor","Be the first to write a review","34.49","Wiley","06/01/2010","408","0"
"1084","3433","30","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781118091340","iPhone Application Development For Dummies","Neal Goldstein","22.04","Wiley","03/06/2012","464","0"
"1086","3433","318","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781119951681","Voice over LTE (VoLTE)","Miikka Poikselka","87.47","Wiley","03/06/2012","266","0"
"1087","3433","689","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781118199541","Beginning Android 4 Application Development","Wei-Meng Lee","28.95","Wiley","03/13/2012","560","0"
"1088","3433","1134","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9780470582084","Thousands of Images, Now What: Painlessly Organize, Save, and Back Up Your Digital Photos","Mike Hagen","19.59","Wiley","03/27/2012","224","0"
"1091","3454","2762","9780671888251","The Geography of Nowhere: The Rise and Decline of America's Man-Made Landscape","James Howard Kunstler","10.72","Free Press","07/26/1994","304","9780671888251","The Geography of Nowhere: The Rise And Decline of America's Man-Made Landscape","James Howard Kunstler","10.77","Free Press","07/28/1994","304","1"
"1094","3466","758","9780470259610","Engineering and Chemical Thermodynamics","Milo D. Koretsky","211.31","Wiley","12/17/2012","704","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
