"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER"
"816","2764","2582","9780470584927","Cancer as a Metabolic Disease: On the Origin, Management, and Prevention of Cancer","Thomas Seyfried","111.32","Wiley","06/26/2012","438","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","06/19/2012","1008"
"818","2764","3131","9780470584927","Cancer as a Metabolic Disease: On the Origin, Management, and Prevention of Cancer","Thomas Seyfried","111.32","Wiley","06/26/2012","438","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.12","Wiley","06/13/2012","448"
"821","2781","1958","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118817094","Cloud Management and Security","Imad M. Abbadi","85.85","Wiley","08/11/2014","240"
"833","2797","1278","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118209202","MacBook For Dummies","Mark L. Chambers","18.49","Wiley","12/04/2012","456"
"834","2797","1537","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288"
"836","2802","2199","9780312430023","The Good Soldiers","David Finkel","10.49","Picador","08/03/2010","336","9780312429980","Wolf Hall","Hilary Mantel","9.16","Picador","08/31/2010","640"
"837","2811","11","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781118640159","Dreamweaver CC Digital Classroom","Mike Arguin","33.1","Wiley","08/19/2013","512"
"840","2811","1856","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781118603819","Mastering AutoCAD Civil 3D 2014: Autodesk Official Press","Louisa Holland","50.1","Wiley","08/26/2013","1032"
"841","2811","3033","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781118530832","Professional Access 2013 Programming","Teresa Hennig","38.9","Wiley","08/19/2013","888"
"845","2819","2614","9780470128671","Process Dynamics and Control","Francis J. Doyle III","143.22","Wiley","04/13/2010","528","9780470577646","Teach Yourself VISUALLY Excel 2010","Paul McFedries","17.01","Wiley","04/26/2010","352"
"846","2823","57","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470497425","Local Online Advertising For Dummies","Court Cunningham","18.04","Wiley","03/29/2010","384"
"847","2823","564","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470638019","Audel Millwright's and Mechanic's Guide (Audel Technical Trades Series)","Thomas B. Davis","0.0","Wiley","03/22/2010","1123"
"849","2823","1969","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470502204","Professional ASP.NET 4 in C# and VB","Bill Evjen","43.34","Wiley","03/08/2010","1536"
"861","2847","3035","9781118022283","Project Management: Case Studies","Harold R. Kerzner","53.31","Wiley","02/11/2013","704","9781118197349","PCs For Dummies","Dan Gookin","15.17","Wiley","02/11/2013","360"
"865","2852","113","9780470686829","Upstream Petroleum Fiscal and Valuation Modeling in Excel: A Worked Examples Approach","Ken Kasriel","131.26","Wiley","05/13/2013","370","9781118574904","Introducing Autodesk Maya 2014: Autodesk Official Press","Dariush Derakhshani","34.12","Wiley","05/20/2013","672"
"867","2852","795","9780470686829","Upstream Petroleum Fiscal and Valuation Modeling in Excel: A Worked Examples Approach","Ken Kasriel","131.26","Wiley","05/13/2013","370","9781118497111","Office 2013 For Dummies, Book + DVD Bundle","Wallace Wang","16.65","Wiley","05/13/2013","432"
"872","2852","2401","9780470686829","Upstream Petroleum Fiscal and Valuation Modeling in Excel: A Worked Examples Approach","Ken Kasriel","131.26","Wiley","05/13/2013","370","9781118646144","Dreamweaver CC For Dummies","Janine Warner","21.82","Wiley","05/28/2013","416"
"873","2857","315","9781111576004","Steel Design","William T. Segui","119.02","Cengage Learning","2012","768","9781133525820","New Perspectives on Adobe Dreamweaver CS6, Comprehensive","Kelly Hart","0.0","Cengage Learning","10/30/2012","656"
"877","2880","1024","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470417997","JavaScript and AJAX For Dummies","Andy Harris","20.48","Wiley","11/23/2009","432"
"880","2880","3142","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470505359","QuickBooks 2010 For Dummies","Stephen L. Nelson","19.02","Wiley","11/09/2009","408"
"881","2908","3101","9780471720638","Elementary Principles of Chemical Processes, 3rd Edition 2005 Edition Integrated Media and Study Tools, with Student Workbook","Richard M. Felder","227.13","Wiley","02/02/2005","1270","9780764557095","Building Your Own Home For Dummies","Kevin Daum","15.34","Wiley","02/14/2005","384"
"882","2912","644","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118101117","Professional Microsoft SQL Server 2012 Reporting Services","Paul Turley","36.41","Wiley","06/05/2012","912"
"889","2912","3174","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118336991","Word 2010 eLearning Kit For Dummies","Faithe Wempen","23.91","Wiley","06/13/2012","352"
"895","2968","964","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","02/11/2013","456"
"897","2968","2073","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672"
"898","2968","2164","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","02/11/2013","320"
"900","2968","3035","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118197349","PCs For Dummies","Dan Gookin","15.17","Wiley","02/11/2013","360"
"903","3004","1704","9780471676003","Medical Instrumentation Application and Design","John G. Webster","199.44","Wiley","02/03/2009","720","9780470411490","Sustainable Landscaping For Dummies","Owen E. Dell","16.18","Wiley","02/09/2009","388"
"907","3017","667","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470294192","The Best of 2600: A Hacker Odyssey","Emmanuel Goldstein","26.1","Wiley","07/21/2008","888"
"908","3017","2568","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470249840","Mastering Windows Server 2008 Networking Foundations","Mark Minasi","32.61","Wiley","07/08/2008","528"
"909","3017","2599","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470267639","A Declaration of Energy Independence: How Freedom from Foreign Oil Can Improve National Security, Our Economy, and the Environment","Jay Hakes","0.0","Wiley","07/21/2008","256"
"912","3028","1586","9780805859065","Handbook of Aviation Human Factors, Second Edition (Human Factors in Transportation)","Daniel J. Garland","136.62","CRC Press","12/16/2009","704","9781439811511","Heating and Cooling of Buildings: Design for Efficiency, Revised Second Edition","Jan F. Kreider","0.0","CRC Press","12/28/2009","863"
"913","3058","451","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9780470768792","Twitter For Dummies","Laura Fitton","14.01","Wiley","08/09/2010","312"
"923","3059","2354","9780470088692","The Architecture Student's Handbook of Professional Practice","American Institute of Architects","84.05","Wiley","10/27/2008","720","9780470388488","InDesign CS4 For Dummies","Galen Gruman","21.18","Wiley","10/20/2008","432"
"924","3059","2378","9780470088692","The Architecture Student's Handbook of Professional Practice","American Institute of Architects","84.05","Wiley","10/27/2008","720","9780471666516","Vibration Testing","Kenneth G. McConnell","0.0","Wiley","10/13/2008","672"
"932","3089","2902","9781608194759","Whatever Happened to the Metric System?: How America Kept Its Feet","John Bemelmans Marciano","19.71","Bloomsbury USA","08/05/2014","320","9781620407547","Fives and Twenty-Fives","Michael Pitre","17.5","Bloomsbury USA","08/26/2014","400"
"934","3092","688","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470646489","Quicken 2011 For Dummies","Stephen L. Nelson","18.72","Wiley","11/30/2010","384"
"944","3113","1416","9780470547564","Control Systems Engineering","Norman S. Nise","55.91","Wiley","12/14/2010","944","9781118004722","Nikon D3100 For Dummies","Julie Adair King","18.3","Wiley","12/21/2010","384"
"945","3131","12","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160"
"952","3140","731","9780470189306","Electromagnetic Compatibility Engineering","Henry W. Ott","115.92","Wiley","08/24/2009","872","9780470371985","Windows PowerShell 2 For Dummies","Steve Seguis","19.54","Wiley","08/10/2009","412"
"965","3185","2904","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9781118016770","AutoCAD 2012 and AutoCAD LT 2012: No Experience Required","Donnie Gladfelter","27.8","Wiley","08/02/2011","1080"
"966","3185","2937","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9781118016862","Microsoft Windows Server Administration Essentials","Tom Carpenter","25.28","Wiley","08/30/2011","400"
"975","3216","1020","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi (Technology in Action)","Charles Bell","31.01","Apress","11/21/2013","372","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi","Charles Bell","30.7","Apress","11/20/2013","372"
"984","3230","30","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118091340","iPhone Application Development For Dummies","Neal Goldstein","22.04","Wiley","03/06/2012","464"
"985","3230","81","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118107874","App Empire: Make Money, Have a Life, and Let Technology Work for You","Chad Mureta","14.89","Wiley","03/27/2012","205"
"993","3270","981","9781118539712","Applied Statistics and Probability for Engineers","Douglas C. Montgomery","184.97","Wiley","11/11/2013","832","9781118691816","OS X Mavericks All-in-One For Dummies","Mark L. Chambers","25.42","Wiley","11/11/2013","792"
"999","3281","12","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160"
"1002","3281","2073","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672"
"1004","3281","2352","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","02/26/2013","408"
"1005","3281","3035","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118197349","PCs For Dummies","Dan Gookin","15.17","Wiley","02/11/2013","360"
"1014","3316","2835","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470889527","Website Design and Development: 100 Questions to Ask Before Building a Website","George Plumley","21.2","Wiley","11/30/2010","360"
"1018","3334","18","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9781118148655","CompTIA Network+ Certification Kit: Exam N10-005","Todd Lammle","66.75","Wiley","03/20/2012","1584"
"1026","3335","155","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575024","AutoCAD Civil 3D 2014 Essentials: Autodesk Official Press","Eric Chappell","36.47","Wiley","07/01/2013","416"
"1027","3335","158","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","07/15/2013","468"
"1028","3335","166","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","07/01/2013","1248"
"1029","3335","188","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575109","AutoCAD 2014 and AutoCAD LT 2014: No Experience Required: Autodesk Official Press","Donnie Gladfelter","25.24","Wiley","07/29/2013","1104"
"1030","3335","224","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575208","Autodesk Inventor 2014 Essentials: Autodesk Official Press","Thom Tremblay","32.14","Wiley","07/29/2013","416"
"1031","3335","671","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118568118","Advanced Aircraft Design: Conceptual Design, Technology and Optimization of Subsonic Civil Airplanes","Egbert Torenbeek","102.96","Wiley","07/15/2013","436"
"1038","3345","1125","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","05/08/2012","320"
"1040","3345","1403","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118176719","Virtualization Essentials","Matthew Portnoy","29.39","Wiley","05/01/2012","304"
"1044","3361","451","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470768792","Twitter For Dummies","Laura Fitton","14.01","Wiley","08/09/2010","312"
"1049","3361","2142","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470879504","Olympus PEN E-PL1 For Dummies","Julie Adair King","21.43","Wiley","08/09/2010","352"
"1060","3364","1278","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118209202","MacBook For Dummies","Mark L. Chambers","18.49","Wiley","12/04/2012","456"
"1066","3388","798","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.53","Wiley","01/28/2014","224"
"1068","3388","857","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118789810","CCNA Routing and Switching Review Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","19.94","Wiley","01/13/2014","528"
"1072","3409","1122","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9781118118696","MacBook All-in-One For Dummies","Mark L. Chambers","24.71","Wiley","12/27/2011","864"
"1075","3409","2453","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9780470888469","Teach Yourself VISUALLY PCs","Elaine Marmel","21.2","Wiley","12/28/2011","352"
"1090","3445","928","9780495668251","A First Course in the Finite Element Method","Daryl L. Logan","159.54","Cengage Learning","01/01/2011","976","9781111530532","Java Programming: From Problem Analysis to Program Design","D. S. Malik","0.0","Cengage Learning","01/26/2011","1072"
"1096","3466","1278","9780470259610","Engineering and Chemical Thermodynamics","Milo D. Koretsky","211.31","Wiley","12/17/2012","704","9781118209202","MacBook For Dummies","Mark L. Chambers","18.49","Wiley","12/04/2012","456"
"1098","3466","2851","9780470259610","Engineering and Chemical Thermodynamics","Milo D. Koretsky","211.31","Wiley","12/17/2012","704","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/04/2012","320"
