"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"809","2761","1853","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118677766","MacBook Pro Portable Genius","Galen Gruman","20.56","Wiley","11/11/2013","416","0"
"810","2761","2680","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118556832","Mastering Microsoft Exchange Server 2013","David Elfassy","38.26","Wiley","11/18/2013","816","0"
"811","2761","2699","9781118458358","Building Structures Illustrated: Patterns, Systems, and Design","Francis D. K. Ching","44.24","Wiley","11/11/2013","352","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"822","2781","2715","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118921173","Facebook & Twitter For Seniors For Dummies","Marsha Collier","17.27","Wiley","8/18/2014","360","0"
"823","2782","399","9780470648858","A Visual Dictionary of Architecture","Francis D. K. Ching","40.79","Wiley","08/18/2011","336","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","8/9/2011","312","0"
"824","2782","474","9780470648858","A Visual Dictionary of Architecture","Francis D. K. Ching","40.79","Wiley","08/18/2011","336","9781118118191","Nikon D5100 For Dummies","Julie Adair King","20.89","Wiley","8/2/2011","368","0"
"831","2797","758","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
"838","2811","800","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781119969303","Reconfigurable Radio Systems: Network Architectures and Standards","Maria Stella Iacobucci","99.4","Wiley","8/5/2013","300","0"
"842","2819","250","9780470128671","Process Dynamics and Control","Francis J. Doyle III","143.22","Wiley","04/13/2010","528","9780470563489","C# 2010 All-in-One For Dummies","Bill Sempf","24.06","Wiley","4/26/2010","864","0"
"849","2823","1969","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470502204","Professional ASP.NET 4 in C# and VB","Bill Evjen","43.34","Wiley","3/8/2010","1536","0"
"851","2827","798","9781118629864","MATLAB: An Introduction with Applications","Amos Gilat","73.91","Wiley","01/28/2014","416","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.53","Wiley","1/28/2014","224","0"
"854","2827","1955","9781118629864","MATLAB: An Introduction with Applications","Amos Gilat","73.91","Wiley","01/28/2014","416","9781118423868","Advanced Composite Materials for Automotive Applications: Structural Integrity and Crashworthiness","Ahmed Elmarakbi","117.89","Wiley","1/7/2014","470","0"
"859","2847","2164","9781118022283","Project Management: Case Studies","Harold R. Kerzner","53.31","Wiley","02/11/2013","704","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","2/11/2013","320","0"
"876","2880","348","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470465424","PCs For Dummies","Dan Gookin","15.96","Wiley","11/9/2009","388","0"
"880","2880","3142","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470505359","QuickBooks 2010 For Dummies","Stephen L. Nelson","19.02","Wiley","11/9/2009","408","0"
"882","2912","644","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118101117","Professional Microsoft SQL Server 2012 Reporting Services","Paul Turley","36.41","Wiley","6/5/2012","912","0"
"884","2912","1303","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","6/5/2012","254","0"
"886","2912","2582","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","6/19/2012","1008","0"
"891","2939","756","9781133589303","MIS 4 (with CourseMate Printed Access Card) (New, Engaging Titles from 4ltr Press)","Hossein Bidgoli","61.74","Cengage Learning","08/20/2013","328","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","8/6/2013","600","0"
"895","2968","964","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","2/11/2013","456","0"
"896","2968","1737","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118365984","Digital SLR Video and Filmmaking For Dummies","John Carucci","18.45","Wiley","2/18/2013","416","0"
"898","2968","2164","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","2/11/2013","320","0"
"899","2968","2352","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","2/26/2013","408","0"
"904","3011","222","9781418837211","Linux+ Guide to Linux Certification (Networking (Course Technology))","Jason W. Eckert","151.56","Cengage Learning","02/09/2011","752","9781439079010","Microsoft Excel 2010: Comprehensive","Gary B. Shelly","0.0","Cengage Learning","2/22/2011","920","0"
"905","3011","1426","9781418837211","Linux+ Guide to Linux Certification (Networking (Course Technology))","Jason W. Eckert","151.56","Cengage Learning","02/09/2011","752","9781111528706","Principles of Web Design: The Web Technologies Series","Joel Sklar","0.0","Cengage Learning","2/9/2011","672","0"
"908","3017","2568","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470249840","Mastering Windows Server 2008 Networking Foundations","Mark Minasi","32.61","Wiley","7/8/2008","528","0"
"909","3017","2599","9780470167359","System Engineering Management","Benjamin S. Blanchard","125.59","Wiley","07/28/2008","560","9780470267639","A Declaration of Energy Independence: How Freedom from Foreign Oil Can Improve National Security, Our Economy, and the Environment","Jay Hakes","0.0","Wiley","7/21/2008","256","0"
"910","3021","3065","9781430247760","Beginning C for Arduino: Learn C Programming for the Arduino (Technology in Action)","Jack Purdum","27.72","Apress","12/08/2012","280","9781430247104","Pro HTML5 Games","Aditya Ravi Shankar","31.99","Apress","12/31/2012","364","0"
"915","3058","1171","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9781444324266","Electrical Installation Calculations: For Compliance with BS 7671:2008","Mark Coates","0.0","Wiley","8/23/2010","202","0"
"926","3071","1402","9781118412930","Fundamentals of Engineering Thermodynamics","Daisie D. Boettner","247.54","Wiley","05/05/2014","1056","9781118848456","A Practical Introduction to Computer Vision with OpenCV","Kenneth Dawson-Howe","56.9","Wiley","5/12/2014","234","0"
"940","3092","3046","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470554234","IT Architecture For Dummies","Kirk Hausman","19.81","Wiley","11/9/2010","364","0"
"947","3131","1737","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781118365984","Digital SLR Video and Filmmaking For Dummies","John Carucci","18.45","Wiley","2/18/2013","416","0"
"952","3140","731","9780470189306","Electromagnetic Compatibility Engineering","Henry W. Ott","115.92","Wiley","08/24/2009","872","9780470371985","Windows PowerShell 2 For Dummies","Steve Seguis","19.54","Wiley","8/10/2009","412","0"
"954","3164","32","9780471692744","Statistics for Spatio-Temporal Data","Noel Cressie","62.86","Wiley","05/03/2011","624","9780470643204","Professional Test Driven Development with C#: Developing Real World Applications with TDD","James Bender","29.36","Wiley","5/10/2011","360","0"
"957","3164","2963","9780471692744","Statistics for Spatio-Temporal Data","Noel Cressie","62.86","Wiley","05/03/2011","624","9780470939031","Professional Unified Communications Development with Microsoft Lync Server 2010","George Durzi","33.29","Wiley","5/31/2011","528","0"
"960","3185","399","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","8/9/2011","312","0"
"961","3185","474","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9781118118191","Nikon D5100 For Dummies","Julie Adair King","20.89","Wiley","8/2/2011","368","0"
"962","3185","541","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470891919","Nanotechnology For Dummies","Earl Boysen","15.55","Wiley","8/9/2011","360","0"
"965","3185","2904","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9781118016770","AutoCAD 2012 and AutoCAD LT 2012: No Experience Required","Donnie Gladfelter","27.8","Wiley","8/2/2011","1080","0"
"969","3198","2619","9780470542811","Introduction to Linear Regression Analysis","G. Geoffrey Vining","107.01","Wiley","04/09/2012","672","9781118065143","Social Media Marketing For Dummies","Shiv Singh","15.18","Wiley","4/3/2012","408","0"
"970","3198","3170","9780470542811","Introduction to Linear Regression Analysis","G. Geoffrey Vining","107.01","Wiley","04/09/2012","672","9781118099414","Estimating Building Costs for the Residential and Light Commercial Construction Professional","Wayne J. DelPico","0.0","Wiley","4/3/2012","528","0"
"974","3210","2586","9780470085462","Architectural Graphic Standards: Student Edition","Charles George Ramsey","92.25","Wiley","03/03/2008","560","9780470230770","Troubleshooting Your PC for Dummies","Dan Gookin","17.33","Wiley","3/4/2008","384","0"
"979","3225","2143","9781118677797","iPhone 5S and iPhone 5C Portable Genius","Paul McFedries","16.43","Wiley","10/21/2013","352","9781118711057","Laptops For Seniors For Dummies","Nancy C. Muir","15.29","Wiley","10/14/2013","480","0"
"986","3230","318","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781119951681","Voice over LTE (VoLTE)","Miikka Poikselka","87.47","Wiley","3/6/2012","266","0"
"989","3230","1525","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118194492","Social Media Marketing: An Hour a Day","Dave Evans","0.0","Wiley","3/13/2012","432","0"
"998","3270","2699","9781118539712","Applied Statistics and Probability for Engineers","Douglas C. Montgomery","184.97","Wiley","11/11/2013","832","9781118745311","Oracle 12c For Dummies","Chris Ruel","24.43","Wiley","11/18/2013","432","0"
"1000","3281","964","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","2/11/2013","456","0"
"1001","3281","1737","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118365984","Digital SLR Video and Filmmaking For Dummies","John Carucci","18.45","Wiley","2/18/2013","416","0"
"1003","3281","2164","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","2/11/2013","320","0"
"1006","3309","1512","9780470087817","Building Construction Illustrated","Francis D. K. Ching","46.34","Wiley","02/08/2008","480","9780470173428","Circuitbuilding Do-It-Yourself For Dummies","H. Ward Silver","16.75","Wiley","2/26/2008","412","0"
"1007","3309","3119","9780470087817","Building Construction Illustrated","Francis D. K. Ching","46.34","Wiley","02/08/2008","480","9781405163354","Globalization of Water: Sharing the Planet's Freshwater Resources","Arjen Y. Hoekstra","0.0","Wiley","2/25/2008","220","0"
"1010","3316","1132","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470647615","Digital Photography Composition For Dummies","Thomas Clark","20.24","Wiley","11/16/2010","368","0"
"1011","3316","1143","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470647639","Digital Photography Lighting For Dummies","Dirk Fletcher","19.08","Wiley","11/30/2010","368","0"
"1013","3316","2622","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470684160","Smashing CSS: Professional Techniques for Modern Layout","Eric A. Meyer","0.0","Wiley","11/23/2010","304","0"
"1021","3334","318","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9781119951681","Voice over LTE (VoLTE)","Miikka Poikselka","87.47","Wiley","3/6/2012","266","0"
"1023","3334","1134","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9780470582084","Thousands of Images, Now What: Painlessly Organize, Save, and Back Up Your Digital Photos","Mike Hagen","19.59","Wiley","3/27/2012","224","0"
"1026","3335","155","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575024","AutoCAD Civil 3D 2014 Essentials: Autodesk Official Press","Eric Chappell","36.47","Wiley","7/1/2013","416","0"
"1027","3335","158","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9780470686133","Adaptive Processing of Brain Signals","Saeid Sanei","99.4","Wiley","7/15/2013","468","0"
"1028","3335","166","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","7/1/2013","1248","0"
"1038","3345","1125","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781119953708","Lean Six Sigma For Dummies","John Morgan","16.64","Wiley","5/8/2012","320","0"
"1040","3345","1403","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118176719","Virtualization Essentials","Matthew Portnoy","29.39","Wiley","5/1/2012","304","0"
"1049","3361","2142","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470879504","Olympus PEN E-PL1 For Dummies","Julie Adair King","21.43","Wiley","8/9/2010","352","0"
"1052","3362","74","9781118880364","AutoCAD 2015 and AutoCAD LT 2015 Bible","Ellen Finkelstein","39.01","Wiley","09/02/2014","1296","9781118968017","Home Recording For Musicians For Dummies","Jeff Strong","19.88","Wiley","9/29/2014","384","0"
"1059","3364","1172","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624","0"
"1061","3364","1537","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
"1062","3364","2851","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118123096","Architectural Design with SketchUp: Component-Based Modeling, Plugins, Rendering, and Scripting","Alexander Schreyer","34.05","Wiley","12/4/2012","320","0"
"1067","3388","846","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118855324","Kindle Paperwhite For Dummies","Leslie H. Nicoll","10.64","Wiley","1/28/2014","208","0"
"1069","3388","1955","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118423868","Advanced Composite Materials for Automotive Applications: Structural Integrity and Crashworthiness","Ahmed Elmarakbi","117.89","Wiley","1/7/2014","470","0"
"1074","3409","1983","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9780470977422","CompTIA Strata Study Guide","Andrew Smith","29.92","Wiley","12/13/2011","584","0"
"1075","3409","2453","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9780470888469","Teach Yourself VISUALLY PCs","Elaine Marmel","21.2","Wiley","12/28/2011","352","0"
"1076","3409","3040","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9781118091197","QuickBooks 2012 All-in-One For Dummies","Stephen L. Nelson","25.15","Wiley","12/27/2011","648","0"
"1081","3416","2691","9780470505335","Construction Project Scheduling and Control","Saleh A. Mubarak","85.16","Wiley","06/21/2010","480","9780470627006","Windows Server 2008 R2 Hyper-V: Insiders Guide to Microsoft's Hypervisor","Be the first to write a review","34.49","Wiley","6/1/2010","408","0"
"1083","3433","18","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781118148655","CompTIA Network+ Certification Kit: Exam N10-005","Todd Lammle","66.75","Wiley","3/20/2012","1584","0"
"1084","3433","30","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781118091340","iPhone Application Development For Dummies","Neal Goldstein","22.04","Wiley","3/6/2012","464","0"
"1086","3433","318","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781119951681","Voice over LTE (VoLTE)","Miikka Poikselka","87.47","Wiley","3/6/2012","266","0"
"1091","3454","2762","9780671888251","The Geography of Nowhere: The Rise and Decline of America's Man-Made Landscape","James Howard Kunstler","10.72","Free Press","07/26/1994","304","9780671888251","The Geography of Nowhere: The Rise And Decline of America's Man-Made Landscape","James Howard Kunstler","10.77","Free Press","7/28/1994","304","1"
"1092","3458","1268","9780486433943","A Reverence for Wood","Eric Sloane","9.24","Dover Publications","02/18/2004","112","9780486433943","A Reverence for Wood","Eric Sloane","9.26","Dover Publications","2/18/2004","112","1"
