"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:INTEGER","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER","label:INTEGER"
"829","2782","2937","9780470648858","A Visual Dictionary of Architecture","Francis D. K. Ching","40.79","Wiley","08/18/2011","336","9781118016862","Microsoft Windows Server Administration Essentials","Tom Carpenter","25.28","Wiley","08/30/2011","400","0"
"833","2797","1278","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118209202","MacBook For Dummies","Mark L. Chambers","18.49","Wiley","12/04/2012","456","0"
"834","2797","1537","9781118131992","Fundamentals of Thermodynamics","Claus Borgnakke","217.05","Wiley","12/26/2012","912","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
"840","2811","1856","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781118603819","Mastering AutoCAD Civil 3D 2014: Autodesk Official Press","Louisa Holland","50.1","Wiley","08/26/2013","1032","0"
"841","2811","3033","9781118524664","Project Management Metrics, KPIs, and Dashboards: A Guide to Measuring and Monitoring Project Performance","Harold R. Kerzner","59.64","Wiley","08/12/2013","448","9781118530832","Professional Access 2013 Programming","Teresa Hennig","38.9","Wiley","08/19/2013","888","0"
"850","2827","77","9781118629864","MATLAB: An Introduction with Applications","Amos Gilat","73.91","Wiley","01/28/2014","416","9781118779606","Day Trading For Dummies","Ann C. Logue","16.59","Wiley","01/28/2014","360","0"
"851","2827","798","9781118629864","MATLAB: An Introduction with Applications","Amos Gilat","73.91","Wiley","01/28/2014","416","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.53","Wiley","01/28/2014","224","0"
"858","2847","2073","9781118022283","Project Management: Case Studies","Harold R. Kerzner","53.31","Wiley","02/11/2013","704","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672","0"
"875","2862","3057","9780865715202","Photovoltaics: Design and Installation Manual","Solar Energy International","36.88","New Society Publishers","09/01/2004","336","9780865715202","Photovoltaics: Design and Installation Manual","Solar Energy International","0.0","New Society Publishers","09/28/2004","336","1"
"878","2880","1905","9780470195659","Mechanical and Electrical Equipment for Buildings","John S. Reynolds","120.59","Wiley","11/24/2009","1792","9780470534830","Computers for Seniors For Dummies","Nancy C. Muir","22.13","Wiley","11/02/2009","432","0"
"884","2912","1303","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254","0"
"886","2912","2582","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118130582","Mastering Autodesk Maya 2013","Todd Palamar","47.95","Wiley","06/19/2012","1008","0"
"887","2912","2933","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","06/13/2012","504","0"
"888","2912","3131","9781118083475","Mechanics of Materials: An Integrated Learning System","Timothy A. Philpot","148.51","Wiley","06/11/2012","912","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.12","Wiley","06/13/2012","448","0"
"894","2968","12","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160","0"
"895","2968","964","9781118090862","Site Engineering for Landscape Architects","Steven Strom","77.92","Wiley","02/11/2013","368","9781405125062","Financial Management in Construction Contracting","Andrew Ross","0.0","Wiley","02/11/2013","456","0"
"901","2977","957","9781428336568","Mathematics for Machine Technology","John C. Peterson","148.48","Cengage Learning","12/24/2008","608","9781423999409","Adobe Photoshop CS4 - Illustrated","Chris Botello","0.0","Cengage Learning","12/01/2008","221","0"
"903","3004","1704","9780471676003","Medical Instrumentation Application and Design","John G. Webster","199.44","Wiley","02/03/2009","720","9780470411490","Sustainable Landscaping For Dummies","Owen E. Dell","16.18","Wiley","02/09/2009","388","0"
"904","3011","222","9781418837211","Linux+ Guide to Linux Certification (Networking (Course Technology))","Jason W. Eckert","151.56","Cengage Learning","02/09/2011","752","9781439079010","Microsoft Excel 2010: Comprehensive","Gary B. Shelly","0.0","Cengage Learning","02/22/2011","920","0"
"905","3011","1426","9781418837211","Linux+ Guide to Linux Certification (Networking (Course Technology))","Jason W. Eckert","151.56","Cengage Learning","02/09/2011","752","9781111528706","Principles of Web Design: The Web Technologies Series","Joel Sklar","0.0","Cengage Learning","02/09/2011","672","0"
"912","3028","1586","9780805859065","Handbook of Aviation Human Factors, Second Edition (Human Factors in Transportation)","Daniel J. Garland","136.62","CRC Press","12/16/2009","704","9781439811511","Heating and Cooling of Buildings: Design for Efficiency, Revised Second Edition","Jan F. Kreider","0.0","CRC Press","12/28/2009","863","0"
"914","3058","452","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9780470695067","RFID Handbook: Fundamentals and Applications in Contactless Smart Cards, Radio Frequency Identification and Near-Field Communication, Third Edition","Klaus Finkenzeller","132.36","Wiley","08/16/2010","478","0"
"915","3058","1171","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9781444324266","Electrical Installation Calculations: For Compliance with BS 7671:2008","Mark Coates","0.0","Wiley","08/23/2010","202","0"
"919","3058","2525","9780470131480","Radiation Detection and Measurement","Glenn F. Knoll","21.21","Wiley","08/16/2010","860","9783527326761","Nano-Age: How Nanotechnology Changes our Future","Mario Pagliaro","0.0","Wiley","08/23/2010","196","0"
"923","3059","2354","9780470088692","The Architecture Student's Handbook of Professional Practice","American Institute of Architects","84.05","Wiley","10/27/2008","720","9780470388488","InDesign CS4 For Dummies","Galen Gruman","21.18","Wiley","10/20/2008","432","0"
"925","3071","409","9781118412930","Fundamentals of Engineering Thermodynamics","Daisie D. Boettner","247.54","Wiley","05/05/2014","1056","9781118862377","iMac For Dummies","Mark L. Chambers","15.02","Wiley","05/05/2014","432","0"
"926","3071","1402","9781118412930","Fundamentals of Engineering Thermodynamics","Daisie D. Boettner","247.54","Wiley","05/05/2014","1056","9781118848456","A Practical Introduction to Computer Vision with OpenCV","Kenneth Dawson-Howe","56.9","Wiley","05/12/2014","234","0"
"928","3071","2008","9781118412930","Fundamentals of Engineering Thermodynamics","Daisie D. Boettner","247.54","Wiley","05/05/2014","1056","9781118768068","Teach Yourself VISUALLY iMac","Guy Hart-Davis","19.57","Wiley","05/05/2014","384","0"
"929","3082","461","9780470444047","Facilities Planning","J. M .A. Tanchoco","200.4","Wiley","01/19/2010","864","9780470596784","Solar Power Your Home For Dummies","Rik DeGunther","16.39","Wiley","01/19/2010","408","0"
"932","3089","2902","9781608194759","Whatever Happened to the Metric System?: How America Kept Its Feet","John Bemelmans Marciano","19.71","Bloomsbury USA","08/05/2014","320","9781620407547","Fives and Twenty-Fives","Michael Pitre","17.5","Bloomsbury USA","08/26/2014","400","0"
"935","3092","1132","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470647615","Digital Photography Composition For Dummies","Thomas Clark","20.24","Wiley","11/16/2010","368","0"
"937","3092","1242","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470877258","Wireless Home Networking For Dummies","Danny Briere","16.02","Wiley","11/16/2010","384","0"
"940","3092","3046","9780470481837","Separation Process Principles: Chemical and Biochemical Operations","D. Keith Roper","165.84","Wiley","11/23/2010","848","9780470554234","IT Architecture For Dummies","Kirk Hausman","19.81","Wiley","11/09/2010","364","0"
"948","3131","2073","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781118301296","Red Hat Enterprise Linux 6 Administration: Real World Skills for Red Hat Administrators","Sander van Vugt","40.07","Wiley","02/04/2013","672","0"
"950","3131","2352","9781118129845","Design of Reinforced Concrete","McCormac","142.78","Wiley","02/19/2013","736","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","02/26/2013","408","0"
"960","3185","399","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470927533","Mobile Device Security For Dummies","Rich Campagna","24.39","Wiley","08/09/2011","312","0"
"962","3185","541","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9780470891919","Nanotechnology For Dummies","Earl Boysen","15.55","Wiley","08/09/2011","360","0"
"966","3185","2937","9781119998952","Design for Hackers: Reverse Engineering Beauty","David Kadavy","26.67","Wiley","08/29/2011","352","9781118016862","Microsoft Windows Server Administration Essentials","Tom Carpenter","25.28","Wiley","08/30/2011","400","0"
"975","3216","1020","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi (Technology in Action)","Charles Bell","31.01","Apress","11/21/2013","372","9781430258247","Beginning Sensor Networks with Arduino and Raspberry Pi","Charles Bell","30.7","Apress","11/20/2013","372","1"
"987","3230","689","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118199541","Beginning Android 4 Application Development","Wei-Meng Lee","28.95","Wiley","03/13/2012","560","0"
"989","3230","1525","9780470614815","Engineering Mechanics: Dynamics","J. L. Meriam","163.19","Wiley","03/19/2012","752","9781118194492","Social Media Marketing: An Hour a Day","Dave Evans","0.0","Wiley","03/13/2012","432","0"
"991","3262","1063","9781492763956","FTC Robotics: Tips, Tricks, Strategies, and Secrets: 2013-14 Edition","Sonia Geba","13.93","CreateSpace Independent Publishing Platform","10/19/2013","254","9781493582488","A Shade Of Vampire 5: A Blaze Of Sun","Bella Forrest","10.95","CreateSpace Independent Publishing Platform","10/25/2013","304","0"
"999","3281","12","9781118017128","Energy Finance: Analysis and Valuation, Risk Management, and the Future of Energy","Betty Simkins","76.48","Wiley","02/19/2013","624","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160","0"
"1012","3316","1242","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470877258","Wireless Home Networking For Dummies","Danny Briere","16.02","Wiley","11/16/2010","384","0"
"1014","3316","2835","9780470913475","An Introduction to Applied Statistical Thermodynamics","Stanley I. Sandler","116.13","Wiley","11/16/2010","360","9780470889527","Website Design and Development: 100 Questions to Ask Before Building a Website","George Plumley","21.2","Wiley","11/30/2010","360","0"
"1017","3320","928","9781435498136","Illustrated Guide to the NEC (Illustrated Guide to the National Electrical Code)","Charles R. Miller","64.98","Cengage Learning","01/07/2011","496","9781111530532","Java Programming: From Problem Analysis to Program Design","D. S. Malik","0.0","Cengage Learning","01/26/2011","1072","0"
"1020","3334","81","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9781118107874","App Empire: Make Money, Have a Life, and Let Technology Work for You","Chad Mureta","14.89","Wiley","03/27/2012","205","0"
"1022","3334","689","9781118120149","Principles of Highway Engineering and Traffic Analysis","Fred L. Mannering","140.56","Wiley","03/27/2012","352","9781118199541","Beginning Android 4 Application Development","Wei-Meng Lee","28.95","Wiley","03/13/2012","560","0"
"1031","3335","671","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118568118","Advanced Aircraft Design: Conceptual Design, Technology and Optimization of Subsonic Civil Airplanes","Egbert Torenbeek","102.96","Wiley","07/15/2013","436","0"
"1032","3335","993","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118607787","Starting an Online Business For Dummies","Greg Holden","20.09","Wiley","07/10/2013","456","0"
"1035","3335","2945","9781118552537","Project Management Workbook and PMP / CAPM Exam Study Guide","Frank P. Saladis","65.42","Wiley","07/01/2013","544","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/22/2013","384","0"
"1037","3345","550","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118281123","AutoCAD 2013 For Dummies","David Byrnes","22.3","Wiley","05/08/2012","592","0"
"1039","3345","1328","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781444332827","Fish Pathology","Ronald J. Roberts","238.03","Wiley","05/22/2012","590","0"
"1041","3345","2518","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118204122","iOS Hacker's Handbook","Dion Blazakis","33.06","Wiley","05/08/2012","408","0"
"1042","3345","2577","9781118061602","Fundamentals of Materials Science and Engineering: An Integrated Approach","William D. Callister","161.08","Wiley","05/22/2012","936","9781118130568","Introducing Autodesk Maya 2013","Dariush Derakhshani","36.99","Wiley","05/01/2012","648","0"
"1045","3361","452","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470695067","RFID Handbook: Fundamentals and Applications in Contactless Smart Cards, Radio Frequency Identification and Near-Field Communication, Third Edition","Klaus Finkenzeller","132.36","Wiley","08/16/2010","478","0"
"1049","3361","2142","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470879504","Olympus PEN E-PL1 For Dummies","Julie Adair King","21.43","Wiley","08/09/2010","352","0"
"1051","3361","2796","9780470721445","Geographic Information Systems and Science","Mike Goodchild","110.75","Wiley","08/09/2010","560","9780470635490","Trust Agents: Using the Web to Build Influence, Improve Reputation, and Earn Trust","Chris Brogan","12.09","Wiley","08/23/2010","320","0"
"1053","3362","910","9781118880364","AutoCAD 2015 and AutoCAD LT 2015 Bible","Ellen Finkelstein","39.01","Wiley","09/02/2014","1296","9781118503218","HSPA+ Evolution to Release 12: Performance and Optimization","Harri Holma (Editor)","102.35","Wiley","09/15/2014","464","0"
"1054","3362","1299","9781118880364","AutoCAD 2015 and AutoCAD LT 2015 Bible","Ellen Finkelstein","39.01","Wiley","09/02/2014","1296","9781118749920","Applied Mathematics for Science and Engineering","Larry A. Glasgow","100.05","Wiley","09/15/2014","256","0"
"1058","3364","758","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912","0"
"1059","3364","1172","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624","0"
"1061","3364","1537","9780470648209","The PDMA Handbook of New Product Development","Kenneth B. Kahn","103.75","Wiley","12/26/2012","504","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
"1065","3388","77","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118779606","Day Trading For Dummies","Ann C. Logue","16.59","Wiley","01/28/2014","360","0"
"1066","3388","798","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.53","Wiley","01/28/2014","224","0"
"1069","3388","1955","9781118741498","Environmental Engineering: Fundamentals, Sustainability, Design","James R. Mihelcic","190.42","Wiley","01/13/2014","704","9781118423868","Advanced Composite Materials for Automotive Applications: Structural Integrity and Crashworthiness","Ahmed Elmarakbi","117.89","Wiley","01/07/2014","470","0"
"1070","3390","443","9780831134761","Metalworking: Doing It Better","Tom Lipton","25.0","Industrial Press, Inc.","10/18/2013","220","9780831134846","AutoCAD Pocket Reference","Shrock","20.37","Industrial Press, Inc.","10/04/2013","350","0"
"1071","3409","762","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9781118027707","Android Application Development All-in-One For Dummies","Barry Burd","25.81","Wiley","12/20/2011","672","0"
"1073","3409","1941","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9781118096147","The Internet For Dummies","John R. Levine","16.61","Wiley","12/06/2011","408","0"
"1076","3409","3040","9780470444030","Unified Design of Steel Structures","Louis F. Geschwindner","122.2","Wiley","12/20/2011","540","9781118091197","QuickBooks 2012 All-in-One For Dummies","Stephen L. Nelson","25.15","Wiley","12/27/2011","648","0"
"1079","3416","1465","9780470505335","Construction Project Scheduling and Control","Saleh A. Mubarak","85.16","Wiley","06/21/2010","480","9780470607466","Adobe Creative Suite 5 Design Premium All-in-One For Dummies","Jennifer Smith","26.59","Wiley","06/28/2010","1008","0"
"1080","3416","2659","9780470505335","Construction Project Scheduling and Control","Saleh A. Mubarak","85.16","Wiley","06/21/2010","480","9780470577769","Excel 2010 Visual Quick Tips","Paul McFedries","15.49","Wiley","06/28/2010","304","0"
"1082","3421","2252","9780486411811","The Finite Element Method: Linear Static and Dynamic Finite Element Analysis (Dover Civil and Mechanical Engineering)","Thomas J. R. Hughes","19.5","Dover Publications","08/16/2000","672","9780486411811","Finite Element Method: Linear Static and Dynamic Finite Element Analysis","Thomas J. R. Hughes","0.0","Dover Publications","08/16/2000","672","1"
"1088","3433","1134","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9780470582084","Thousands of Images, Now What: Painlessly Organize, Save, and Back Up Your Digital Photos","Mike Hagen","19.59","Wiley","03/27/2012","224","0"
"1089","3433","1525","9780470528389","Handbook of Human Factors and Ergonomics","Gavriel Salvendy","237.76","Wiley","03/13/2012","1752","9781118194492","Social Media Marketing: An Hour a Day","Dave Evans","0.0","Wiley","03/13/2012","432","0"
"1090","3445","928","9780495668251","A First Course in the Finite Element Method","Daryl L. Logan","159.54","Cengage Learning","01/01/2011","976","9781111530532","Java Programming: From Problem Analysis to Program Design","D. S. Malik","0.0","Cengage Learning","01/26/2011","1072","0"
"1097","3466","1537","9780470259610","Engineering and Chemical Thermodynamics","Milo D. Koretsky","211.31","Wiley","12/17/2012","704","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288","0"
